n,k,tasks,robot_locations, Partition Algorithm timespan, Optimal timespan,PA runtime, Gurobi runtime
7,2,"[(0, 3)]","(0, 1)", 3 ,3,0.00037598609924316406,0.09959769248962402
7,2,"[(0, 3)]","(0, 2)", 3 ,3,0.0002460479736328125,0.05698132514953613
7,2,"[(0, 3)]","(0, 3)", 3 ,3,0.000274658203125,0.08367109298706055
7,2,"[(0, 3)]","(0, 4)", 3 ,3,0.00027489662170410156,0.05609941482543945
7,2,"[(0, 3)]","(0, 5)", 3 ,3,0.0002498626708984375,0.05525493621826172
7,2,"[(0, 3)]","(0, 6)", 3 ,3,0.0003757476806640625,0.05405569076538086
7,2,"[(0, 3)]","(1, 2)", 4 ,4,0.0002739429473876953,0.05910348892211914
7,2,"[(0, 3)]","(1, 3)", 4 ,4,0.00023174285888671875,0.06056571006774902
7,2,"[(0, 3)]","(1, 4)", 4 ,4,0.0002319812774658203,0.06760048866271973
7,2,"[(0, 3)]","(1, 5)", 4 ,4,0.0002696514129638672,0.08187174797058105
7,2,"[(0, 3)]","(1, 6)", 4 ,4,0.0002951622009277344,0.05332612991333008
7,2,"[(0, 3)]","(2, 3)", 5 ,5,0.00033020973205566406,0.05784010887145996
7,2,"[(0, 3)]","(2, 4)", 5 ,5,0.00025916099548339844,0.0610499382019043
7,2,"[(0, 3)]","(2, 5)", 5 ,5,0.0002529621124267578,0.08936476707458496
7,2,"[(0, 3)]","(2, 6)", 5 ,5,0.00023174285888671875,0.0587918758392334
7,2,"[(0, 3)]","(3, 4)", 6 ,6,0.00027441978454589844,0.07610154151916504
7,2,"[(0, 3)]","(3, 5)", 6 ,6,0.0002357959747314453,0.05421137809753418
7,2,"[(0, 3)]","(3, 6)", 6 ,6,0.0002334117889404297,0.05631232261657715
7,2,"[(0, 3)]","(4, 5)", 7 ,7,0.00023102760314941406,0.06838083267211914
7,2,"[(0, 3)]","(4, 6)", 7 ,7,0.00023412704467773438,0.06476831436157227
7,2,"[(0, 3)]","(5, 6)", 8 ,8,0.00028014183044433594,0.05669689178466797
7,3,"[(0, 3)]","(0, 1, 2)", 3 ,3,0.000255584716796875,0.12894034385681152
7,3,"[(0, 3)]","(0, 1, 3)", 3 ,3,0.00030517578125,0.12876081466674805
7,3,"[(0, 3)]","(0, 1, 4)", 3 ,3,0.0003001689910888672,0.12275409698486328
7,3,"[(0, 3)]","(0, 1, 5)", 3 ,3,0.0003058910369873047,0.1241459846496582
7,3,"[(0, 3)]","(0, 1, 6)", 3 ,3,0.0002772808074951172,0.12655210494995117
7,3,"[(0, 3)]","(0, 2, 3)", 3 ,3,0.00030112266540527344,0.18009305000305176
7,3,"[(0, 3)]","(0, 2, 4)", 3 ,3,0.00025725364685058594,0.178480863571167
7,3,"[(0, 3)]","(0, 2, 5)", 3 ,3,0.0002562999725341797,0.15064597129821777
7,3,"[(0, 3)]","(0, 2, 6)", 3 ,3,0.0002601146697998047,0.12114596366882324
7,3,"[(0, 3)]","(0, 3, 4)", 3 ,3,0.0002574920654296875,0.14940476417541504
7,3,"[(0, 3)]","(0, 3, 5)", 3 ,3,0.0003001689910888672,0.12148165702819824
7,3,"[(0, 3)]","(0, 3, 6)", 3 ,3,0.00025534629821777344,0.16451025009155273
7,3,"[(0, 3)]","(0, 4, 5)", 3 ,3,0.0002663135528564453,0.12478184700012207
7,3,"[(0, 3)]","(0, 4, 6)", 3 ,3,0.00031566619873046875,0.15382146835327148
7,3,"[(0, 3)]","(0, 5, 6)", 3 ,3,0.0002665519714355469,0.12285065650939941
7,3,"[(0, 3)]","(1, 2, 3)", 4 ,4,0.0002486705780029297,0.16350221633911133
7,3,"[(0, 3)]","(1, 2, 4)", 4 ,4,0.00025844573974609375,0.1269087791442871
7,3,"[(0, 3)]","(1, 2, 5)", 4 ,4,0.0002617835998535156,0.13114118576049805
7,3,"[(0, 3)]","(1, 2, 6)", 4 ,4,0.00026416778564453125,0.15875673294067383
7,3,"[(0, 3)]","(1, 3, 4)", 4 ,4,0.0002579689025878906,0.187744140625
7,3,"[(0, 3)]","(1, 3, 5)", 4 ,4,0.00026488304138183594,0.10987687110900879
7,3,"[(0, 3)]","(1, 3, 6)", 4 ,4,0.00027871131896972656,0.19876837730407715
7,3,"[(0, 3)]","(1, 4, 5)", 4 ,4,0.0002548694610595703,0.17119860649108887
7,3,"[(0, 3)]","(1, 4, 6)", 4 ,4,0.0002586841583251953,0.12134981155395508
7,3,"[(0, 3)]","(1, 5, 6)", 4 ,4,0.0002624988555908203,0.12378501892089844
7,3,"[(0, 3)]","(2, 3, 4)", 5 ,5,0.0002605915069580078,0.19863319396972656
7,3,"[(0, 3)]","(2, 3, 5)", 5 ,5,0.00026035308837890625,0.21109771728515625
7,3,"[(0, 3)]","(2, 3, 6)", 5 ,5,0.0002753734588623047,0.15211939811706543
7,3,"[(0, 3)]","(2, 4, 5)", 5 ,5,0.0002751350402832031,0.12488484382629395
7,3,"[(0, 3)]","(2, 4, 6)", 5 ,5,0.0002803802490234375,0.12653541564941406
7,3,"[(0, 3)]","(2, 5, 6)", 5 ,5,0.0003006458282470703,0.16929054260253906
7,3,"[(0, 3)]","(3, 4, 5)", 6 ,6,0.0003037452697753906,0.17246723175048828
7,3,"[(0, 3)]","(3, 4, 6)", 6 ,6,0.00030493736267089844,0.18431711196899414
7,3,"[(0, 3)]","(3, 5, 6)", 6 ,6,0.000274658203125,0.15667223930358887
7,3,"[(0, 3)]","(4, 5, 6)", 7 ,7,0.0003952980041503906,0.16351723670959473
7,4,"[(0, 3)]","(0, 1, 2, 3)", 3 ,3,0.00029158592224121094,0.4099235534667969
7,4,"[(0, 3)]","(0, 1, 2, 4)", 3 ,3,0.00033783912658691406,0.3274707794189453
7,4,"[(0, 3)]","(0, 1, 2, 5)", 3 ,3,0.00037360191345214844,0.46925830841064453
7,4,"[(0, 3)]","(0, 1, 2, 6)", 3 ,3,0.00032448768615722656,0.3561680316925049
7,4,"[(0, 3)]","(0, 1, 3, 4)", 3 ,3,0.00036716461181640625,0.35758519172668457
7,4,"[(0, 3)]","(0, 1, 3, 5)", 3 ,3,0.00033164024353027344,0.32178521156311035
7,4,"[(0, 3)]","(0, 1, 3, 6)", 3 ,3,0.0003135204315185547,0.37847065925598145
7,4,"[(0, 3)]","(0, 1, 4, 5)", 3 ,3,0.0003228187561035156,0.3522224426269531
7,4,"[(0, 3)]","(0, 1, 4, 6)", 3 ,3,0.00027823448181152344,0.38112521171569824
7,4,"[(0, 3)]","(0, 1, 5, 6)", 3 ,3,0.0002808570861816406,0.35459327697753906
7,4,"[(0, 3)]","(0, 2, 3, 4)", 3 ,3,0.0003123283386230469,0.3316311836242676
7,4,"[(0, 3)]","(0, 2, 3, 5)", 3 ,3,0.00032520294189453125,0.3889031410217285
7,4,"[(0, 3)]","(0, 2, 3, 6)", 3 ,3,0.0003383159637451172,0.39125657081604004
7,4,"[(0, 3)]","(0, 2, 4, 5)", 3 ,3,0.00037789344787597656,0.3799293041229248
7,4,"[(0, 3)]","(0, 2, 4, 6)", 3 ,5,0.00027823448181152344,0.32645297050476074
7,4,"[(0, 3)]","(0, 2, 5, 6)", 3 ,3,0.0002741813659667969,0.3957655429840088
7,4,"[(0, 3)]","(0, 3, 4, 5)", 3 ,3,0.00037479400634765625,0.37778425216674805
7,4,"[(0, 3)]","(0, 3, 4, 6)", 3 ,3,0.00027871131896972656,0.4102749824523926
